accession_8k,ticker,fy,q,oracle_source
0001477333-24-000048,NET,2024,Q1,GT
0001477333-24-000069,NET,2024,Q2,GT
0001477333-24-000083,NET,2024,Q3,GT
0001477333-25-000017,NET,2024,Q4,GT
0001477333-25-000081,NET,2025,Q1,GT
0001477333-25-000136,NET,2025,Q2,GT
0001477333-25-000140,NET,2025,Q3,GT
0001477333-26-000008,NET,2025,Q4,GT
0001749723-23-000027,NFE,2023,Q1,GT
0001749723-23-000038,NFE,2023,Q2,GT
0001749723-23-000055,NFE,2023,Q3,GT
0001749723-24-000006,NFE,2023,Q4,GT
0001749723-24-000049,NFE,2024,Q1,GT
0001749723-24-000069,NFE,2024,Q2,GT
0001749723-24-000109,NFE,2024,Q3,GT
0001749723-25-000006,NFE,2024,Q4,GT
0001749723-25-000015,NFE,2024,Q4,GT
0001749723-25-000064,NFE,2025,Q1,GT
0001749723-25-000081,NFE,2025,Q1,GT
0001065280-23-000119,NFLX,2023,Q1,GT
0001065280-23-000197,NFLX,2023,Q2,GT
0001065280-23-000272,NFLX,2023,Q3,GT
0001065280-24-000029,NFLX,2023,Q4,GT
0001065280-24-000127,NFLX,2024,Q1,GT
0001065280-24-000199,NFLX,2024,Q2,GT
0001065280-24-000286,NFLX,2024,Q3,GT
0001065280-25-000033,NFLX,2024,Q4,GT
0001065280-25-000175,NFLX,2025,Q1,GT
0001065280-25-000322,NFLX,2025,Q2,GT
0001065280-25-000404,NFLX,2025,Q3,GT
0001065280-26-000033,NFLX,2025,Q4,GT
0001065280-26-000137,NFLX,2026,Q1,GT
0000320187-23-000009,NKE,2023,Q3,GT
0000320187-23-000026,NKE,2023,Q4,GT
0000320187-23-000048,NKE,2024,Q1,GT
0000320187-23-000054,NKE,2024,Q2,GT
0000320187-24-000013,NKE,2024,Q3,GT
0000320187-24-000028,NKE,2024,Q4,GT
0000320187-24-000062,NKE,2025,Q1,GT
0000320187-24-000069,NKE,2025,Q2,GT
0000320187-25-000011,NKE,2025,Q3,GT
0000320187-25-000034,NKE,2025,Q4,GT
0000320187-25-000091,NKE,2026,Q1,GT
0000320187-25-000138,NKE,2026,Q2,GT
0000320187-26-000026,NKE,2026,Q3,GT
0001690680-23-000021,NMRK,2023,Q1,GT
0001690680-23-000028,NMRK,2023,Q2,GT
0001690680-23-000035,NMRK,2023,Q3,GT
0001690680-24-000002,NMRK,2023,Q4,GT
0001690680-24-000009,NMRK,2024,Q1,GT
0001690680-24-000021,NMRK,2024,Q2,GT
0001690680-24-000027,NMRK,2024,Q3,GT
0001628280-25-005568,NMRK,2024,Q4,GT
0001628280-25-020826,NMRK,2025,Q1,GT
0001628280-25-036567,NMRK,2025,Q2,GT
0001628280-25-047353,NMRK,2025,Q3,GT
0001628280-26-011408,NMRK,2025,Q4,GT
0001133421-23-000026,NOC,2023,Q1,GT
0001133421-23-000044,NOC,2023,Q2,GT
0001133421-23-000052,NOC,2023,Q3,GT
0001133421-24-000004,NOC,2023,Q4,GT
0001133421-24-000025,NOC,2024,Q1,GT
0001133421-24-000050,NOC,2024,Q2,GT
0001133421-24-000063,NOC,2024,Q3,GT
0001133421-25-000005,NOC,2024,Q4,GT
0001133421-25-000022,NOC,2025,Q1,GT
0001133421-25-000047,NOC,2025,Q2,GT
0001133421-25-000052,NOC,2025,Q3,GT
0001133421-26-000002,NOC,2025,Q4,GT
0001133421-26-000015,NOC,2026,Q1,GT
0001104485-23-000090,NOG,2023,Q1,GT
0001104485-23-000093,NOG,2023,Q1,GT
0001104485-23-000125,NOG,2023,Q2,GT
0001104485-23-000134,NOG,2023,Q2,GT
0001104485-23-000182,NOG,2023,Q3,GT
0001104485-23-000185,NOG,2023,Q3,GT
0001104485-24-000039,NOG,2023,Q4,GT
0001104485-24-000042,NOG,2023,Q4,GT
0001104485-24-000108,NOG,2024,Q1,GT
0001104485-24-000112,NOG,2024,Q1,GT
0001104485-24-000142,NOG,2024,Q2,GT
0001104485-24-000144,NOG,2024,Q2,GT
0001104485-24-000202,NOG,2024,Q3,GT
0001104485-24-000211,NOG,2024,Q3,GT
0001104485-25-000028,NOG,2024,Q4,GT
0001104485-25-000032,NOG,2024,Q4,GT
0001104485-25-000035,NOG,2024,Q4,GT
0001104485-25-000094,NOG,2025,Q1,GT
0001104485-25-000097,NOG,2025,Q1,GT
0001104485-25-000135,NOG,2025,Q2,GT
0001104485-25-000140,NOG,2025,Q2,GT
0001104485-25-000150,NOG,2025,Q3,GT
0001104485-25-000156,NOG,2025,Q3,GT
0001104485-26-000002,NOG,2025,Q4,GT
0001104485-26-000005,NOG,2025,Q4,GT
0001373715-23-000162,NOW,2023,Q1,GT
0001373715-23-000323,NOW,2023,Q2,GT
0001373715-23-000417,NOW,2023,Q3,GT
0001373715-24-000009,NOW,2023,Q4,GT
0001373715-24-000163,NOW,2024,Q1,GT
0001373715-24-000269,NOW,2024,Q2,GT
0001373715-24-000342,NOW,2024,Q3,GT
0001373715-25-000007,NOW,2024,Q4,GT
0001373715-25-000124,NOW,2025,Q1,GT
0001373715-25-000274,NOW,2025,Q2,GT
0001373715-25-000305,NOW,2025,Q3,GT
0001373715-26-000005,NOW,2025,Q4,GT
0001373715-26-000054,NOW,2026,Q1,GT
0001013871-23-000009,NRG,2023,Q1,GT
0001013871-23-000015,NRG,2023,Q2,GT
0001013871-23-000020,NRG,2023,Q3,GT
0001013871-24-000003,NRG,2023,Q4,GT
0001013871-24-000009,NRG,2024,Q1,GT
0001013871-24-000014,NRG,2024,Q2,GT
0001013871-24-000019,NRG,2024,Q3,GT
0001013871-25-000004,NRG,2024,Q4,GT
0001013871-25-000010,NRG,2025,Q1,GT
0001013871-25-000018,NRG,2025,Q2,GT
0001013871-25-000023,NRG,2025,Q3,GT
0001013871-26-000002,NRG,2025,Q4,GT
0001552781-23-000242,NSC,2023,Q1,GT
0001552781-23-000329,NSC,2023,Q2,GT
0001552781-23-000413,NSC,2023,Q3,GT
0001552781-24-000021,NSC,2023,Q4,GT
0001193125-24-090246,NSC,2024,Q1,GT
0001552781-24-000243,NSC,2024,Q1,GT
0001552781-24-000408,NSC,2024,Q2,GT
0001552781-24-000571,NSC,2024,Q3,GT
0001193125-25-014968,NSC,2024,Q4,GT
0001193125-25-090057,NSC,2025,Q1,GT
0001193125-25-167198,NSC,2025,Q2,GT
0001193125-25-248775,NSC,2025,Q3,GT
0001193125-26-028244,NSC,2025,Q4,GT
0001000753-23-000022,NSP,2023,Q1,GT
0001000753-23-000037,NSP,2023,Q2,GT
0001000753-23-000048,NSP,2023,Q3,GT
0001000753-24-000007,NSP,2023,Q4,GT
0001000753-24-000030,NSP,2024,Q1,GT
0001000753-24-000043,NSP,2024,Q2,GT
0001000753-24-000059,NSP,2024,Q3,GT
0001000753-25-000004,NSP,2024,Q4,GT
0001000753-25-000018,NSP,2025,Q1,GT
0001000753-25-000063,NSP,2025,Q2,GT
0001000753-25-000104,NSP,2025,Q3,GT
0001000753-26-000009,NSP,2025,Q4,GT
0000950170-23-025324,NTAP,2023,Q4,GT
0000950170-23-044130,NTAP,2024,Q1,GT
0000950170-23-066400,NTAP,2024,Q2,GT
0000950170-24-023060,NTAP,2024,Q3,GT
0000950170-24-066567,NTAP,2024,Q4,GT
0000950170-24-101383,NTAP,2025,Q1,GT
0000950170-24-129714,NTAP,2025,Q2,GT
0000950170-25-029022,NTAP,2025,Q3,GT
0000950170-25-078936,NTAP,2025,Q4,GT
0000950170-23-017472,NTLA,2023,Q1,GT
0000950170-23-037597,NTLA,2023,Q2,GT
0000950170-23-061539,NTLA,2023,Q3,GT
0001193125-24-002438,NTLA,2023,Q4,GT
0000950170-24-018436,NTLA,2023,Q4,GT
0000950170-24-056286,NTLA,2024,Q1,GT
0000950170-24-093339,NTLA,2024,Q2,GT
0000950170-24-122810,NTLA,2024,Q3,GT
0001193125-25-004080,NTLA,2024,Q4,GT
0000950170-25-028373,NTLA,2024,Q4,GT
0000950170-25-066403,NTLA,2025,Q1,GT
0000950170-25-104574,NTLA,2025,Q2,GT
0001193125-25-269479,NTLA,2025,Q3,GT
0001193125-26-073456,NTLA,2025,Q4,GT
0001157523-23-000905,NTNX,2023,Q3,GT
0001157523-23-001386,NTNX,2023,Q4,GT
0001157523-23-001783,NTNX,2024,Q1,GT
0000950170-24-022061,NTNX,2024,Q2,GT
0000950170-24-065921,NTNX,2024,Q3,GT
0000950170-24-101375,NTNX,2024,Q4,GT
0001171843-25-001089,NTNX,2025,Q2,GT
0001171843-25-003493,NTNX,2025,Q3,GT
0001171843-25-005613,NTNX,2025,Q4,GT
0001171843-26-001101,NTNX,2026,Q2,GT
0001104659-23-057710,NTRA,2023,Q1,GT
0001104659-23-087265,NTRA,2023,Q2,GT
0001104659-23-115735,NTRA,2023,Q3,GT
0001104659-24-002451,NTRA,2023,Q4,GT
0001104659-24-028724,NTRA,2023,Q4,GT
0001104659-24-059333,NTRA,2024,Q1,GT
0001104659-24-087273,NTRA,2024,Q2,GT
0001104659-24-116777,NTRA,2024,Q3,GT
0001104659-25-002846,NTRA,2024,Q4,GT
0001104659-25-018223,NTRA,2024,Q4,GT
0001104659-25-046121,NTRA,2025,Q1,GT
0001104659-25-075189,NTRA,2025,Q2,GT
0001104659-25-107727,NTRA,2025,Q3,GT
0001104659-26-002861,NTRA,2025,Q4,GT
0001104659-26-020482,NTRA,2025,Q4,GT
0000073124-23-000099,NTRS,2023,Q1,GT
0000073124-23-000155,NTRS,2023,Q2,GT
0000073124-23-000181,NTRS,2023,Q3,GT
0000073124-24-000017,NTRS,2023,Q4,GT
0000073124-24-000122,NTRS,2024,Q1,GT
0000073124-24-000203,NTRS,2024,Q2,GT
0000073124-24-000251,NTRS,2024,Q3,GT
0000073124-25-000023,NTRS,2024,Q4,GT
0000073124-25-000156,NTRS,2025,Q1,GT
0000073124-25-000229,NTRS,2025,Q2,GT
0000073124-25-000244,NTRS,2025,Q3,GT
0000073124-26-000005,NTRS,2025,Q4,GT
0001193125-23-107856,NUE,2023,Q1,GT
0001193125-23-260894,NUE,2023,Q3,GT
0001193125-24-018332,NUE,2023,Q4,GT
0001193125-24-105065,NUE,2024,Q1,GT
0001193125-24-182285,NUE,2024,Q2,GT
0001193125-24-240514,NUE,2024,Q3,GT
0001193125-25-013459,NUE,2024,Q4,GT
0001193125-25-100774,NUE,2025,Q1,GT
0001193125-25-166550,NUE,2025,Q2,GT
0001193125-25-251721,NUE,2025,Q3,GT
0001193125-26-022733,NUE,2025,Q4,GT
0001645113-24-000003,NVCR,2023,Q4,GT
0001645113-24-000014,NVCR,2024,Q1,GT
0001645113-24-000018,NVCR,2024,Q2,GT
0001645113-25-000001,NVCR,2024,Q4,GT
0001645113-25-000043,NVCR,2025,Q3,GT
0001645113-26-000003,NVCR,2025,Q4,GT
0001645113-26-000018,NVCR,2025,Q4,GT
0001045810-23-000087,NVDA,2024,Q1,GT
0001045810-23-000171,NVDA,2024,Q2,GT
0001045810-23-000225,NVDA,2024,Q3,GT
0001045810-24-000028,NVDA,2024,Q4,GT
0001045810-24-000113,NVDA,2025,Q1,GT
0001045810-24-000262,NVDA,2025,Q2,GT
0001045810-24-000315,NVDA,2025,Q3,GT
0001045810-25-000021,NVDA,2025,Q4,GT
0001045810-25-000115,NVDA,2026,Q1,GT
0001045810-25-000207,NVDA,2026,Q2,GT
0001045810-25-000228,NVDA,2026,Q3,GT
0001045810-26-000019,NVDA,2026,Q4,GT
0001628280-23-015740,NVEE,2023,Q1,GT
0001628280-23-028616,NVEE,2023,Q2,GT
0001628280-23-036413,NVEE,2023,Q3,GT
0001628280-24-006348,NVEE,2023,Q4,GT
0001628280-24-021684,NVEE,2024,Q1,GT
0001628280-24-046312,NVEE,2024,Q3,GT
0001628280-25-006749,NVEE,2024,Q4,GT
0001628280-25-021530,NVEE,2025,Q1,GT
0001720635-23-000019,NVT,2023,Q1,GT
0001720635-23-000027,NVT,2023,Q1,GT
0001720635-23-000042,NVT,2023,Q2,GT
0001720635-23-000055,NVT,2023,Q3,GT
0001720635-24-000006,NVT,2023,Q4,GT
0001720635-24-000019,NVT,2024,Q1,GT
0001720635-24-000046,NVT,2024,Q2,GT
0001720635-24-000057,NVT,2024,Q3,GT
0001720635-25-000012,NVT,2024,Q4,GT
0001720635-25-000029,NVT,2025,Q1,GT
0001628280-25-037127,NVT,2025,Q2,GT
0001628280-25-047661,NVT,2025,Q3,GT
0001628280-26-005930,NVT,2025,Q4,GT
0000814453-23-000066,NWL,2023,Q1,GT
0000814453-23-000135,NWL,2023,Q2,GT
0000814453-23-000143,NWL,2023,Q3,GT
0000814453-24-000013,NWL,2023,Q4,GT
0000814453-24-000053,NWL,2024,Q1,GT
0000814453-24-000102,NWL,2024,Q2,GT
0000814453-24-000111,NWL,2024,Q3,GT
0000814453-25-000003,NWL,2024,Q4,GT
0000814453-25-000047,NWL,2025,Q1,GT
0000814453-25-000095,NWL,2025,Q2,GT
0000814453-25-000104,NWL,2025,Q3,GT
0000814453-26-000004,NWL,2025,Q4,GT
0001413447-23-000057,NXPI,2023,Q2,GT
0001413447-23-000105,NXPI,2023,Q3,GT
0001413447-24-000008,NXPI,2023,Q4,GT
0001413447-24-000087,NXPI,2024,Q3,GT
0001413447-25-000009,NXPI,2024,Q4,GT
0001413447-25-000027,NXPI,2025,Q1,GT
0001413447-25-000103,NXPI,2025,Q2,GT
0001413447-25-000118,NXPI,2025,Q3,GT
0001413447-26-000003,NXPI,2025,Q4,GT
0000950170-23-019124,NXST,2023,Q1,GT
0000950170-23-039342,NXST,2023,Q2,GT
0000950170-23-060670,NXST,2023,Q3,GT
0000950170-24-021647,NXST,2023,Q4,GT
0001193125-24-134753,NXST,2024,Q1,GT
0001193125-24-196469,NXST,2024,Q2,GT
0000950170-24-122781,NXST,2024,Q3,GT
0000950170-25-028342,NXST,2024,Q4,GT
0000950170-25-066362,NXST,2025,Q1,GT
0001142417-25-000004,NXST,2025,Q2,GT
0001193125-25-268039,NXST,2025,Q3,GT
0001193125-26-073384,NXST,2025,Q4,GT
0000071691-23-000014,NYT,2023,Q1,GT
0000071691-23-000020,NYT,2023,Q2,GT
0000071691-23-000032,NYT,2023,Q3,GT
0000071691-24-000027,NYT,2023,Q4,GT
0000071691-24-000103,NYT,2024,Q1,GT
0000071691-24-000130,NYT,2024,Q2,GT
0000071691-24-000158,NYT,2024,Q3,GT
0000071691-25-000021,NYT,2024,Q4,GT
0000071691-25-000098,NYT,2025,Q1,GT
0000071691-25-000117,NYT,2025,Q2,GT
0000071691-25-000124,NYT,2025,Q3,GT
0000071691-26-000008,NYT,2025,Q4,GT
0000726728-23-000064,O,2023,Q1,GT
0000726728-23-000103,O,2023,Q2,GT
0000726728-23-000111,O,2023,Q3,GT
0000726728-24-000040,O,2023,Q4,GT
0000726728-24-000072,O,2024,Q1,GT
0000726728-24-000114,O,2024,Q2,GT
0000726728-24-000127,O,2024,Q3,GT
0000726728-25-000049,O,2024,Q4,GT
0000726728-25-000093,O,2025,Q1,GT
0000726728-25-000129,O,2025,Q2,GT
0000726728-25-000146,O,2025,Q3,GT
0000726728-26-000009,O,2025,Q4,GT
0001370946-23-000021,OC,2023,Q1,GT
0001370946-23-000031,OC,2023,Q2,GT
0001370946-23-000047,OC,2023,Q3,GT
0001370946-24-000044,OC,2023,Q4,GT
0001370946-24-000127,OC,2024,Q1,GT
0001370946-24-000181,OC,2024,Q2,GT
0001370946-24-000237,OC,2024,Q3,GT
0001370946-25-000076,OC,2024,Q4,GT
0001370946-25-000171,OC,2025,Q1,GT
0001370946-25-000203,OC,2025,Q2,GT
0001370946-25-000239,OC,2025,Q3,GT
0001370946-26-000066,OC,2025,Q4,GT
0000950170-23-014592,ODFL,2023,Q1,GT
0000950170-23-034576,ODFL,2023,Q2,GT
0000950170-23-055015,ODFL,2023,Q3,GT
0000950170-24-009181,ODFL,2023,Q4,GT
0000950170-24-047274,ODFL,2024,Q1,GT
0000950170-24-085869,ODFL,2024,Q2,GT
0000950170-24-116488,ODFL,2024,Q3,GT
0000950170-25-014174,ODFL,2024,Q4,GT
0000950170-25-056982,ODFL,2025,Q1,GT
0000950170-25-099899,ODFL,2025,Q2,GT
0001193125-25-255040,ODFL,2025,Q3,GT
0001193125-26-036791,ODFL,2025,Q4,GT
0000950170-23-017339,OGE,2023,Q1,GT
0000950170-25-022563,OGE,2024,Q4,GT
0001587732-23-000027,OGS,2023,Q1,GT
0001587732-23-000052,OGS,2023,Q3,GT
0001587732-24-000003,OGS,2023,Q4,GT
0001587732-24-000010,OGS,2023,Q4,GT
0001587732-24-000032,OGS,2024,Q1,GT
0001587732-24-000058,OGS,2024,Q3,GT
0001587732-25-000027,OGS,2025,Q1,GT
0001587732-25-000044,OGS,2025,Q2,GT
0001587732-25-000053,OGS,2025,Q3,GT
0001587732-26-000006,OGS,2025,Q4,GT
0000888491-23-000013,OHI,2023,Q1,GT
0000888491-23-000021,OHI,2023,Q2,GT
0000888491-23-000031,OHI,2023,Q3,GT
0000888491-24-000004,OHI,2023,Q4,GT
0000888491-24-000028,OHI,2024,Q1,GT
0000888491-24-000034,OHI,2024,Q2,GT
0000888491-24-000041,OHI,2024,Q3,GT
0000888491-25-000003,OHI,2024,Q4,GT
0000888491-25-000013,OHI,2025,Q1,GT
0000888491-25-000022,OHI,2025,Q2,GT
0000888491-25-000038,OHI,2025,Q3,GT
0000888491-26-000003,OHI,2025,Q4,GT
0001104659-23-049648,OI,2023,Q1,GT
0001104659-23-086378,OI,2023,Q2,GT
0001104659-23-112957,OI,2023,Q3,GT
0001104659-24-011123,OI,2023,Q4,GT
0001104659-24-054980,OI,2024,Q1,GT
0001104659-24-083994,OI,2024,Q2,GT
0001104659-24-112249,OI,2024,Q3,GT
0001104659-25-009139,OI,2024,Q4,GT
0001104659-25-041297,OI,2025,Q1,GT
0001104659-25-071771,OI,2025,Q2,GT
0001104659-25-106322,OI,2025,Q3,GT
0001104659-26-012670,OI,2025,Q4,GT
0001039684-23-000034,OKE,2023,Q1,GT
0001039684-23-000058,OKE,2023,Q2,GT
0001039684-23-000079,OKE,2023,Q3,GT
0001039684-24-000013,OKE,2023,Q4,GT
0001039684-24-000032,OKE,2024,Q1,GT
0001039684-24-000135,OKE,2024,Q2,GT
0001039684-24-000339,OKE,2024,Q3,GT
0001039684-25-000026,OKE,2024,Q4,GT
0001039684-25-000058,OKE,2025,Q1,GT
0001039684-25-000110,OKE,2025,Q2,GT
0001039684-25-000121,OKE,2025,Q3,GT
0001039684-26-000004,OKE,2025,Q4,GT
0001660134-23-000032,OKTA,2024,Q1,GT
0001660134-23-000044,OKTA,2024,Q2,GT
0001660134-23-000065,OKTA,2024,Q3,GT
0001660134-24-000005,OKTA,2024,Q4,GT
0001660134-24-000019,OKTA,2024,Q4,GT
0001660134-24-000085,OKTA,2025,Q1,GT
0001660134-24-000134,OKTA,2025,Q2,GT
0001660134-24-000165,OKTA,2025,Q3,GT
0001660134-25-000015,OKTA,2025,Q4,GT
0001660134-25-000043,OKTA,2025,Q4,GT
0001660134-25-000091,OKTA,2026,Q1,GT
0001660134-25-000156,OKTA,2026,Q2,GT
0001660134-25-000170,OKTA,2026,Q3,GT
0001660134-26-000016,OKTA,2026,Q4,GT
0001140361-24-014235,OLLI,2024,Q4,GT
0001140361-25-009360,OLLI,2025,Q4,GT
0000074303-23-000090,OLN,2023,Q1,GT
0000074303-23-000134,OLN,2023,Q2,GT
0000074303-23-000174,OLN,2023,Q3,GT
0000074303-24-000005,OLN,2023,Q4,GT
0000074303-24-000100,OLN,2024,Q1,GT
0000074303-24-000165,OLN,2024,Q2,GT
0000074303-24-000185,OLN,2024,Q3,GT
0000074303-25-000011,OLN,2024,Q4,GT
0000074303-25-000067,OLN,2025,Q1,GT
0000074303-25-000109,OLN,2025,Q2,GT
0000074303-25-000130,OLN,2025,Q3,GT
0000074303-26-000001,OLN,2025,Q4,GT
0000074303-26-000005,OLN,2025,Q4,GT
0000029989-23-000010,OMC,2023,Q1,GT
0000029989-23-000023,OMC,2023,Q2,GT
0000029989-23-000031,OMC,2023,Q3,GT
0000029989-24-000005,OMC,2023,Q4,GT
0000029989-24-000012,OMC,2024,Q1,GT
0000029989-24-000019,OMC,2024,Q2,GT
0000029989-24-000026,OMC,2024,Q3,GT
0000029989-25-000006,OMC,2024,Q4,GT
0000029989-25-000013,OMC,2025,Q1,GT
0000029989-25-000025,OMC,2025,Q2,GT
0000029989-25-000035,OMC,2025,Q3,GT
0000029989-26-000002,OMC,2025,Q4,GT
0000926326-23-000011,OMCL,2023,Q1,GT
0000926326-23-000027,OMCL,2023,Q2,GT
0001104659-23-113604,OMCL,2023,Q3,GT
0000926326-24-000005,OMCL,2023,Q4,GT
0000926326-24-000012,OMCL,2024,Q1,GT
0000926326-24-000024,OMCL,2024,Q2,GT
0000926326-24-000030,OMCL,2024,Q3,GT
0001104659-25-009872,OMCL,2024,Q4,GT
0000926326-25-000006,OMCL,2025,Q1,GT
0000926326-25-000016,OMCL,2025,Q2,GT
0000926326-25-000029,OMCL,2025,Q3,GT
0000926326-26-000003,OMCL,2025,Q4,GT
0001193125-23-128806,ON,2023,Q1,GT
0001193125-23-198583,ON,2023,Q2,GT
0001193125-23-265690,ON,2023,Q3,GT
0001193125-24-023485,ON,2023,Q4,GT
0001193125-24-120128,ON,2024,Q1,GT
0001193125-24-186735,ON,2024,Q2,GT
0001193125-24-244677,ON,2024,Q3,GT
0001193125-25-023201,ON,2024,Q4,GT
0001140361-25-017228,ON,2025,Q1,GT
0001140361-25-028492,ON,2025,Q2,GT
0001140361-25-040094,ON,2025,Q3,GT
0001140361-26-004405,ON,2025,Q4,GT
0000950170-23-027490,ORCL,2023,Q4,GT
0000950170-23-047471,ORCL,2024,Q1,GT
0000950170-23-069410,ORCL,2024,Q2,GT
0000950170-24-029250,ORCL,2024,Q3,GT
0000950170-24-071916,ORCL,2024,Q4,GT
0000950170-24-104753,ORCL,2025,Q1,GT
0000950170-24-134537,ORCL,2025,Q2,GT
0000950170-25-036295,ORCL,2025,Q3,GT
0000950170-25-084831,ORCL,2025,Q4,GT
0001193125-25-199175,ORCL,2026,Q1,GT
0001193125-25-314207,ORCL,2026,Q2,GT
0001193125-26-100148,ORCL,2026,Q3,GT
0000898173-23-000025,ORLY,2023,Q1,GT
0000898173-23-000055,ORLY,2023,Q3,GT
0000898173-24-000006,ORLY,2023,Q4,GT
0000898173-24-000019,ORLY,2024,Q1,GT
0000898173-24-000032,ORLY,2024,Q2,GT
0000898173-24-000040,ORLY,2024,Q3,GT
0000898173-25-000005,ORLY,2024,Q4,GT
0000898173-25-000026,ORLY,2025,Q1,GT
0000898173-25-000046,ORLY,2025,Q2,GT
0000898173-25-000055,ORLY,2025,Q3,GT
0000898173-26-000006,ORLY,2025,Q4,GT
0001193125-23-088906,OVV,2023,Q1,GT
0001193125-23-196183,OVV,2023,Q2,GT
0000950170-23-060392,OVV,2023,Q3,GT
0000950170-24-021349,OVV,2023,Q4,GT
0000950170-24-054723,OVV,2024,Q1,GT
0000950170-24-087980,OVV,2024,Q2,GT
0000950170-24-123500,OVV,2024,Q3,GT
0000950170-25-027904,OVV,2024,Q4,GT
0000950170-25-064599,OVV,2025,Q1,GT
0000950170-25-098398,OVV,2025,Q2,GT
0001193125-25-264965,OVV,2025,Q3,GT
0001193125-26-064299,OVV,2025,Q4,GT
0000797468-23-000030,OXY,2023,Q1,GT
0000797468-23-000074,OXY,2023,Q2,GT
0000797468-23-000086,OXY,2023,Q3,GT
0000797468-23-000091,OXY,2023,Q3,GT
0000797468-24-000003,OXY,2023,Q4,GT
0000797468-24-000033,OXY,2023,Q4,GT
0000797468-24-000083,OXY,2024,Q1,GT
0000797468-24-000093,OXY,2024,Q1,GT
0000797468-24-000121,OXY,2024,Q2,GT
0000797468-24-000134,OXY,2024,Q2,GT
0000797468-24-000158,OXY,2024,Q3,GT
0000797468-24-000163,OXY,2024,Q3,GT
0000797468-25-000003,OXY,2024,Q4,GT
0000797468-25-000028,OXY,2024,Q4,GT
0000797468-25-000067,OXY,2025,Q1,GT
0000797468-25-000075,OXY,2025,Q1,GT
0000797468-25-000101,OXY,2025,Q2,GT
0000797468-25-000109,OXY,2025,Q2,GT
0001628280-25-044718,OXY,2025,Q3,GT
0001628280-25-051056,OXY,2025,Q3,GT
0001628280-26-002483,OXY,2025,Q4,GT
0001628280-26-009054,OXY,2025,Q4,GT
0001070423-23-000009,PAA,2023,Q1,GT
0001070423-23-000015,PAA,2023,Q2,GT
0001070423-23-000021,PAA,2023,Q3,GT
0001070423-24-000004,PAA,2023,Q4,GT
0001070423-24-000011,PAA,2024,Q1,GT
0001070423-24-000017,PAA,2024,Q2,GT
0001070423-24-000024,PAA,2024,Q3,GT
0001070423-25-000003,PAA,2024,Q4,GT
0001070423-25-000010,PAA,2025,Q1,GT
0001070423-25-000018,PAA,2025,Q2,GT
0001070423-25-000023,PAA,2025,Q3,GT
0001070423-26-000011,PAA,2025,Q4,GT
0001299130-23-000047,PACB,2023,Q1,GT
0001299130-23-000093,PACB,2023,Q2,GT
0001299130-23-000135,PACB,2023,Q3,GT
0001299130-24-000005,PACB,2023,Q4,GT
0001299130-24-000014,PACB,2023,Q4,GT
0001104659-24-047511,PACB,2024,Q1,GT
0001299130-24-000109,PACB,2024,Q1,GT
0001299130-24-000164,PACB,2024,Q2,GT
0001104659-24-115295,PACB,2024,Q3,GT
0001299130-25-000011,PACB,2024,Q4,GT
0001299130-25-000033,PACB,2024,Q4,GT
0001299130-25-000083,PACB,2025,Q1,GT
0001299130-25-000099,PACB,2025,Q1,GT
0001299130-25-000152,PACB,2025,Q2,GT
0001299130-25-000165,PACB,2025,Q3,GT
0001299130-26-000005,PACB,2025,Q4,GT
0001299130-26-000017,PACB,2025,Q4,GT
0001581990-23-000008,PAGP,2023,Q1,GT
0001581990-23-000014,PAGP,2023,Q2,GT
0001581990-23-000019,PAGP,2023,Q3,GT
0001581990-24-000003,PAGP,2023,Q4,GT
0001581990-24-000011,PAGP,2024,Q1,GT
0001581990-24-000017,PAGP,2024,Q2,GT
0001581990-24-000024,PAGP,2024,Q3,GT
0001581990-25-000003,PAGP,2024,Q4,GT
0001581990-25-000010,PAGP,2025,Q1,GT
0001581990-25-000019,PAGP,2025,Q2,GT
0001581990-25-000025,PAGP,2025,Q3,GT
0001581990-26-000009,PAGP,2025,Q4,GT
0001327567-23-000012,PANW,2023,Q3,GT
0001327567-23-000020,PANW,2023,Q4,GT
0001327567-23-000030,PANW,2024,Q1,GT
0001327567-24-000003,PANW,2024,Q2,GT
0001327567-24-000015,PANW,2024,Q3,GT
0001327567-24-000023,PANW,2024,Q4,GT
0001327567-24-000036,PANW,2025,Q1,GT
0001327567-25-000006,PANW,2025,Q2,GT
0001327567-25-000015,PANW,2025,Q3,GT
0001327567-25-000024,PANW,2025,Q4,GT
0001327567-25-000032,PANW,2026,Q1,GT
0001327567-26-000003,PANW,2026,Q2,GT
0001734722-23-000041,PATH,2024,Q1,GT
0001734722-23-000054,PATH,2024,Q2,GT
0001734722-23-000061,PATH,2024,Q3,GT
0001734722-24-000007,PATH,2024,Q4,GT
0001734722-24-000032,PATH,2025,Q1,GT
0001734722-24-000049,PATH,2025,Q2,GT
0001734722-24-000055,PATH,2025,Q3,GT
0001734722-25-000004,PATH,2025,Q4,GT
0001734722-25-000026,PATH,2026,Q1,GT
0001734722-25-000038,PATH,2026,Q2,GT
0001734722-25-000046,PATH,2026,Q3,GT
0001734722-26-000007,PATH,2026,Q4,GT
0000950170-23-016670,PAYC,2023,Q1,GT
0000950170-23-036450,PAYC,2023,Q2,GT
0000950170-23-056850,PAYC,2023,Q3,GT
0000950170-24-012190,PAYC,2023,Q4,GT
