exchange,symbol,name,sector,industry
TSX,BHC,Bausch Health Companies Inc.,,
NASDAQ,SCPL,SciPlay Corporation - Class A Common Stock,Communication Services,Electronic Gaming & Multimedia
NYSE,KWR,Quaker Houghton Common Stock,Basic Materials,Specialty Chemicals
NASDAQ,AKTS,"Akoustis Technologies, Inc. - Common Stock",Technology,Communication Equipment
NASDAQ,TMC,TMC the metals company Inc. - Common Stock,Basic Materials,Other Industrial Metals & Mining
NASDAQ,JAZZ,Jazz Pharmaceuticals plc - Ordinary Shares,Healthcare,Biotechnology
NASDAQ,SYNL,Synalloy Corporation - Common Stock,,
NASDAQ,ARVL,Arrival,,
NYSE,DLNG,Dynagas LNG Partners LP Common Units,Energy,Oil & Gas Midstream
NASDAQ,CLSD,"Clearside Biomedical, Inc. - Common Stock",Healthcare,Biotechnology
NASDAQ,EQBK,"Equity Bancshares, Inc. - Class A Common Stock",,
OTC,JSDA,Jones Soda Co,Consumer Defensive,Beverages - Non-Alcoholic
NYSE,IGT,International Game Technology Ordinary Shares,Consumer Cyclical,Gambling
NYSE,DOV,Dover Corporation Common Stock,Industrials,Specialty Industrial Machinery
NYSE,PPG,"PPG Industries, Inc. Common Stock",Basic Materials,Specialty Chemicals
NYSE,JMIA,"Jumia Technologies AG American Depositary Shares, each representing two Ordinary Shares",Consumer Cyclical,Internet Retail
NYSE,DAO,"Youdao, Inc. American Depositary Shares, each representing one Class A Ordinary Share",Consumer Defensive,Education & Training Services
NYSE,ELS,"Equity Lifestyle Properties, Inc. Common Stock",Real Estate,REIT - Residential
TSX,IBG,IBI Group Inc.,,
NYSE,SRI,"Stoneridge, Inc. Common Stock",Consumer Cyclical,Auto Parts
NASDAQ,SCYX,"SCYNEXIS, Inc. - Common Stock",,
NYSE,HOG,"Harley-Davidson, Inc. Common Stock",Consumer Cyclical,Recreational Vehicles
OTC,ASPCF,Acerus Pharmaceuticals Cp,,
NYSE,SLF,Sun Life Financial Inc. Common Stock,Financial Services,Insurance - Diversified
NASDAQ,EWCZ,"European Wax Center, Inc. - Class A Common Stock",Consumer Defensive,Household & Personal Products
NYSE,TKR,Timken Company (The) Common Stock,Industrials,Tools & Accessories
NYSE,CHRA,"Charah Solutions, Inc. Common Stock",,
NASDAQ,AMOT,"Allied Motion Technologies, Inc. - Common Stock",Technology,Electronic Components
AMEX,AMS,American Shared Hospital Services Common Stock,Healthcare,Medical Care Facilities
NASDAQ,MUDS,Mudrick Capital Acquisition Corporation II,,
NASDAQ,SWKS,"Skyworks Solutions, Inc. - Common Stock",Technology,Semiconductors
NYSE,SWM,"Schweitzer-Mauduit International, Inc. Common Stock",,
NASDAQ,BAND,Bandwidth Inc. - Class A Common Stock,Technology,Software - Infrastructure
NASDAQ,ATOM,Atomera Incorporated - Common Stock,Technology,Semiconductor Equipment & Materials
NASDAQ,SIEN,"Sientra, Inc. - Common Stock",Healthcare,Medical Devices
NASDAQ,CSTE,Caesarstone Ltd. - Ordinary Shares,Industrials,Building Products & Equipment
NASDAQ,TA,TravelCenters of America Inc.  - Common Stock,,
NASDAQ,BRP,"The Baldwin Insurance Group, Inc. - Class A Common Stock",Financial Services,Insurance Brokers
NASDAQ,NARI,"Inari Medical, Inc. - Common Stock",Healthcare,Medical Devices
NASDAQ,ACHV,"Achieve Life Sciences, Inc.  - Common Shares",Healthcare,Biotechnology
NYSE,PSA,Public Storage Common Stock,Real Estate,REIT - Industrial
OTC,RXMD,Progressive Care Inc,,
NASDAQ,ABNB,"Airbnb, Inc. - Class A Common Stock",Consumer Cyclical,Travel Services
NASDAQ,AXON,"Axon Enterprise, Inc. - Common Stock",Industrials,Aerospace & Defense
NYSE,CTRA,Coterra Energy Inc. Common Stock,Energy,Oil & Gas E&P
NASDAQ,LAND,Gladstone Land Corporation - Common Stock,Real Estate,REIT - Specialty
NASDAQ,ACMR,"ACM Research, Inc. - Class A Common Stock",Technology,Semiconductor Equipment & Materials
NYSE,OFC,Corporate Office Properties Trust Common Stock,Real Estate,REIT - Office
NASDAQ,SGMO,"Sangamo Therapeutics, Inc. - Common Stock",Healthcare,Biotechnology
NYSE,AMR,"Alpha Metallurgical Resources, Inc. Common Stock",Basic Materials,Coking Coal
NASDAQ,ASLE,AerSale Corporation - Common Stock,Industrials,Airports & Air Services
TSX,MDI,Major Drilling Group International Inc.,Basic Materials,Other Industrial Metals & Mining
NASDAQ,XSPA,"XpresSpa Group, Inc.  - Common Stock",,
NASDAQ,DMAC,DiaMedica Therapeutics Inc. - Common Stock,Healthcare,Biotechnology
OTC,PBIO,Pressure Biosciences,Healthcare,Medical Devices
TSX,RFP,Resolute Forest Products Inc.,,
NASDAQ,CPLP,Capital Product Partners L.P. - Common Units representing limited partner interests,Industrials,Marine Shipping
NYSE,LBRT,Liberty Energy Inc. Class A common stock,Energy,Oil & Gas Equipment & Services
NYSE,SD,"SandRidge Energy, Inc. Common Stock",Energy,Oil & Gas E&P
NASDAQ,CRIS,"Curis, Inc. - Common Stock",Healthcare,Biotechnology
NYSE,REV,"Revlon, Inc. New Common Stock",,
NASDAQ,MRNA,"Moderna, Inc. - Common Stock",Healthcare,Biotechnology
NYSE,XYF,"X Financial American Depositary Shares, each representing six Class A Ordinary Shares",Financial Services,Credit Services
NASDAQ,PRAX,"Praxis Precision Medicines, Inc. - Common Stock",Healthcare,Biotechnology
NASDAQ,ORGS,Orgenesis Inc. - Common Stock,Healthcare,Biotechnology
NASDAQ,UCTT,"Ultra Clean Holdings, Inc. - Common Stock",Technology,Semiconductor Equipment & Materials
NASDAQ,FWRG,"First Watch Restaurant Group, Inc. - Common Stock",Consumer Cyclical,Restaurants
NYSE,OOMA,"Ooma, Inc. Common Stock",Technology,Software - Application
NASDAQ,TIGR,UP Fintech Holding Limited - American Depositary Shares representing fifteen Class A Ordinary Shares,Financial Services,Capital Markets
NYSE,JOBY,"Joby Aviation, Inc. Common Stock",Industrials,Airports & Air Services
NASDAQ,LHCG,LHC Group - common stock,,
NASDAQ,SNCE,"Science 37 Holdings, Inc. - Common Stock",Healthcare,Health Information Services
NASDAQ,CPSH,CPS Technologies Corp. - Common Stock,Technology,Electronic Components
NYSE,BABA,Alibaba Group Holding Limited American Depositary Shares each representing eight Ordinary share,Consumer Cyclical,Internet Retail
NASDAQ,CHEF,"The Chefs' Warehouse, Inc. - Common Stock",Consumer Defensive,Food Distribution
TSX,GUD,Knight Therapeutics Inc.,Healthcare,Drug Manufacturers - Specialty & Generic
NYSE,FDS,FactSet Research Systems Inc. Common Stock,Financial Services,Financial Data & Stock Exchanges
NYSE,MTOR,"Meritor, Inc. Common Stock",,
NASDAQ,PRVA,"Privia Health Group, Inc. - Common Stock",Healthcare,Health Information Services
NYSE,SMP,"Standard Motor Products, Inc. Common Stock",Consumer Cyclical,Auto Parts
TSX,ADCO,Adcore Inc.,Technology,Software - Application
NYSE,DVN,Devon Energy Corporation Common Stock,Energy,Oil & Gas E&P
NASDAQ,HMST,"HomeStreet, Inc. - Common Stock",Financial Services,Banks - Regional
NYSE,GPRK,Geopark Ltd Common Shares,Energy,Oil & Gas E&P
NYSE,CVI,CVR Energy Inc. Common Stock,Energy,Oil & Gas Refining & Marketing
NYSE,SPR,"Spirit Aerosystems Holdings, Inc. Common Stock",Industrials,Aerospace & Defense
NASDAQ,FTRP,Field Trip Health Ltd. - Common Shares,,
NASDAQ,PPSI,"Pioneer Power Solutions, Inc. - Common Stock",Industrials,Electrical Equipment & Parts
NASDAQ,XELB,"Xcel Brands, Inc - Common Stock",Consumer Cyclical,Apparel Manufacturing
NYSE,BANC,"Banc of California, Inc. Common Stock",Financial Services,Banks - Regional
NASDAQ,COLL,"Collegium Pharmaceutical, Inc. - Common Stock",Healthcare,Drug Manufacturers - Specialty & Generic
NASDAQ,RKDA,"Arcadia Biosciences, Inc. - Common Stock",Consumer Defensive,Packaged Foods
NASDAQ,ROCK,"Gibraltar Industries, Inc. - Common Stock",Industrials,Building Products & Equipment
TSXV,OML,Omni-Lite Industries Canada Inc.,Industrials,Metal Fabrication
NYSE,MSI,"Motorola Solutions, Inc. Common Stock",Technology,Communication Equipment
NYSE,RNGR,"Ranger Energy Services, Inc. Class A Common Stock",Energy,Oil & Gas Equipment & Services
NYSE,GXO,"GXO Logistics, Inc. Common Stock ",Industrials,Integrated Freight & Logistics
NASDAQ,QCOM,QUALCOMM Incorporated - Common Stock,Technology,Semiconductors
NASDAQ,LGIH,"LGI Homes, Inc. - Common Stock",Consumer Cyclical,Residential Construction
NYSE,FTV,Fortive Corporation Common Stock ,Technology,Scientific & Technical Instruments
NASDAQ,INCY,Incyte Corporation - Common Stock,Healthcare,Biotechnology
NASDAQ,MBUU,"Malibu Boats, Inc. - Common Stock",Consumer Cyclical,Recreational Vehicles
NASDAQ,VRAY,"ViewRay, Inc. - Common Stock",,
NASDAQ,AEIS,"Advanced Energy Industries, Inc. - Common Stock",Industrials,Electrical Equipment & Parts
NASDAQ,DSP,Viant Technology Inc. - common stock,Technology,Software - Application
NYSE,CPT,Camden Property Trust Common Stock,Real Estate,REIT - Residential
NASDAQ,KSPN,Kaspien Holdings Inc.,,
NASDAQ,XOS,"Xos, Inc. - Common Stock",Industrials,Farm & Heavy Construction Machinery
NYSE,SLB,Schlumberger N.V. Common Stock,Energy,Oil & Gas Equipment & Services
NASDAQ,RCII,Rent-A-Center Inc. - Common Stock,,
NYSE,FHS,"First High-School Education Group Co., Ltd. American Depositary Shares",,
NYSE,COMP,"Compass, Inc. Class A Common Stock",Real Estate,Real Estate Services
NYSE,QGEN,Qiagen N.V. Common Shares ,,
NASDAQ,PGNY,"Progyny, Inc. - Common Stock",Healthcare,Health Information Services
NASDAQ,BDSX,"Biodesix, Inc. - Common Stock",Healthcare,Diagnostics & Research
NASDAQ,MTCR,"Metacrine, Inc.",,
NYSE,BKKT,"Bakkt Holdings, Inc. Class A Common Stock",Technology,Software - Infrastructure
NASDAQ,BSQR,BSQUARE Corporation - Common Stock,Technology,Software - Application
NASDAQ,ISBC,"Investors Bancorp, Inc.",,
NYSE,KMI,"Kinder Morgan, Inc. Common Stock",Energy,Oil & Gas Midstream
NASDAQ,PECO,"Phillips Edison & Company, Inc. - Common Stock",Real Estate,REIT - Retail
NYSE,ORA,"Ormat Technologies, Inc. Common Stock",Utilities,Utilities - Renewable
NASDAQ,PBPB,Potbelly Corporation - Common Stock,Consumer Cyclical,Restaurants
NYSE,MPX,Marine Products Corporation Common Stock,Consumer Cyclical,Recreational Vehicles
NYSE,ITW,Illinois Tool Works Inc. Common Stock,Industrials,Specialty Industrial Machinery
NYSE,USB,U.S. Bancorp Common Stock,Financial Services,Banks - Regional
NASDAQ,BYND,"Beyond Meat, Inc. - Common stock",Consumer Defensive,Packaged Foods
NASDAQ,DADA,Dada Nexus Limited - American Depositary Shares,Consumer Cyclical,Internet Retail
NYSE,NS,Nustar Energy L.P.  Common Units,Energy,Oil & Gas Midstream
NYSE,BX,Blackstone Inc. Common Stock,Financial Services,Asset Management
NYSE,VLD,"Velo3D, Inc. Common Stock",Technology,Computer Hardware
NASDAQ,VRSK,"Verisk Analytics, Inc. - Common Stock",Industrials,Consulting Services
NASDAQ,PAGP,"Plains GP Holdings, L.P.",,
NYSE,HLX,"Helix Energy Solutions Group, Inc. Common Stock",Energy,Oil & Gas Equipment & Services
TSX,CXB,Calibre Mining Corp.,Basic Materials,Gold
NASDAQ,CNFR,"Conifer Holdings, Inc. - Common Stock",Financial Services,Insurance - Property & Casualty
NYSE,IFF,"International Flavors & Fragrances, Inc. Common Stock",Basic Materials,Specialty Chemicals
NASDAQ,APP,Applovin Corporation - Class A Common Stock,Technology,Software - Application
NYSE,THS,"Treehouse Foods, Inc. Common Stock",Consumer Defensive,Packaged Foods
NYSE,ASC,Ardmore Shipping Corporation Common Stock,Industrials,Marine Shipping
NASDAQ,SLRC,SLR Investment Corp. - Closed End Fund,Financial Services,Asset Management
NYSE,AP,Ampco-Pittsburgh Corporation Common Stock,Industrials,Metal Fabrication
NASDAQ,HBIO,"Harvard Bioscience, Inc. - Common Stock",Healthcare,Medical Instruments & Supplies
NASDAQ,IOVA,"Iovance Biotherapeutics, Inc. - Common Stock",Healthcare,Biotechnology
NYSE,OEC,Orion S.A. Common Shares,Basic Materials,Specialty Chemicals
OTC,NLST,Netlist Inc,Technology,Semiconductors
NYSE,CHS,"Chico's FAS, Inc. Common Stock",Consumer Cyclical,Apparel Retail
NASDAQ,STRR,"Star Equity Holdings, Inc. - Common Stock",Healthcare,Diagnostics & Research
NASDAQ,MMSI,"Merit Medical Systems, Inc. - Common Stock",Healthcare,Medical Instruments & Supplies
NYSE,CURV,Torrid Holdings Inc. Common Stock,Consumer Cyclical,Apparel Retail
NASDAQ,FGEN,"FibroGen, Inc - Common Stock",Healthcare,Biotechnology
NYSE,PATH,"UiPath, Inc. Class A Common Stock",Technology,Software - Infrastructure
NASDAQ,IMOS,ChipMOS TECHNOLOGIES INC. - American Depositary Shares,Technology,Semiconductors
NYSE,BRDS,"Bird Global, Inc. Class A Common Stock",Industrials,Rental & Leasing Services
NASDAQ,CRAI,"CRA International,Inc. - Common Stock",Industrials,Consulting Services
NYSE,TGNA,TEGNA Inc,Communication Services,Broadcasting
NYSE,AGR,"Avangrid, Inc. Common Stock",Utilities,Utilities - Regulated Electric
NYSE,KL,Kirkland Lake Gold Ltd. Common Shares,,
NASDAQ,VVOS,"Vivos Therapeutics, Inc. - Common Stock",Healthcare,Medical Devices
NYSE,COP,ConocoPhillips Common Stock,Energy,Oil & Gas E&P
TSX,CMMC,Copper Mountain Mining Corporation,,
TSX,FEC,Frontera Energy Corporation,Energy,Oil & Gas E&P
NYSE,NINE,"Nine Energy Service, Inc. Common Stock",Energy,Oil & Gas Equipment & Services
NASDAQ,ACOR,"Acorda Therapeutics, Inc. - Common Stock",Healthcare,Drug Manufacturers - Specialty & Generic
NASDAQ,AHCO,AdaptHealth Corp.  - Common Stock,Healthcare,Medical Devices
NYSE,BRDG,Bridge Investment Group Holdings Inc. Class A Common Stock,Financial Services,Asset Management
NYSE,KSS,Kohl's Corporation Common Stock,Consumer Cyclical,Department Stores
NASDAQ,UMPQ,Umpqua Holdings Corporation - Common Stock,,
NYSE,KEY,KeyCorp Common Stock,Financial Services,Banks - Regional
NASDAQ,TTGT,"TechTarget, Inc. - Common Stock",Communication Services,Internet Content & Information
NYSE,CBRE,CBRE Group Inc Common Stock Class A,Real Estate,Real Estate Services
NASDAQ,GEOS,Geospace Technologies Corporation - Common Stock,Energy,Oil & Gas Equipment & Services
NASDAQ,IMGN,"ImmunoGen, Inc. - Common Stock",Healthcare,Biotechnology
NYSE,BCE,"BCE, Inc. Common Stock",Communication Services,Telecom Services
NYSE,DEI,"Douglas Emmett, Inc. Common Stock",Real Estate,REIT - Office
NYSE,COOK,"Traeger, Inc. Common Stock",Consumer Cyclical,"Furnishings, Fixtures & Appliances"
NASDAQ,CSTR,"CapStar Financial Holdings, Inc. - Common Stock",Financial Services,Banks - Regional
NYSE,SRC,"Spirit Realty Capital, Inc. Common Stock",Real Estate,REIT - Diversified
NASDAQ,VKTX,"Viking Therapeutics, Inc. - Common Stock",Healthcare,Biotechnology
NYSE,MTW,"Manitowoc Company, Inc. (The) Common Stock",Industrials,Farm & Heavy Construction Machinery
NYSE,PACK,Ranpak Holdings Corp Class A Common Stock,Consumer Cyclical,Packaging & Containers
TSX,BBTV,BBTV Holdings Inc.,,
TSXV,EQ,EQ Inc.,,
NYSE,EXPR,"Express, Inc. Common Stock",Consumer Cyclical,Apparel Retail
NYSE,EFC,Ellington Financial Inc. Common Stock ,Real Estate,REIT - Mortgage
TSX,XLY,Auxly Cannabis Group Inc.,Healthcare,Drug Manufacturers - Specialty & Generic
NYSE,LXU,"LSB Industries, Inc. Common Stock",Basic Materials,Chemicals
NASDAQ,TIPT,Tiptree Inc. - Common Stock,Financial Services,Insurance - Specialty
NYSE,HPE,Hewlett Packard Enterprise Company Common Stock,Technology,Communication Equipment
NASDAQ,SRGA,"Surgalign Holdings, Inc. - Common Stock",,
NASDAQ,LXRX,"Lexicon Pharmaceuticals, Inc. - Common Stock",Healthcare,Biotechnology
NASDAQ,GO,Grocery Outlet Holding Corp. - Common Stock,Consumer Defensive,Grocery Stores
NYSE,BORR,Borr Drilling Limited Common Shares,Energy,Oil & Gas Drilling
NASDAQ,VWE,"Vintage Wine Estates, Inc. - Common Stock",Consumer Defensive,Beverages - Wineries & Distilleries
NYSE,SNV,Synovus Financial Corp. Common Stock,Financial Services,Banks - Regional
NASDAQ,AMWD,American Woodmark Corporation - Common Stock,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
NYSE,WTS,"Watts Water Technologies, Inc. Class A Common Stock",Industrials,Specialty Industrial Machinery
NASDAQ,RDHL,Redhill Biopharma Ltd. - American Depositary Shares,,
NYSE,DIS,Walt Disney Company (The) Common Stock,Communication Services,Entertainment
NYSE,PJT,PJT Partners Inc. Class A Common Stock,Financial Services,Capital Markets
NASDAQ,ZEAL,Zealand Pharma A/S - American Depositary Shares,,
NASDAQ,ACXP,"Acurx Pharmaceuticals, Inc. - Common Stock",Healthcare,Biotechnology
NASDAQ,EFOI,"Energy Focus, Inc. - Common Stock",,
NASDAQ,PLUS,ePlus inc. - Common Stock,Technology,Software - Application
NASDAQ,ITOS,"iTeos Therapeutics, Inc.",,
NYSE,BYD,Boyd Gaming Corporation Common Stock,Consumer Cyclical,Resorts & Casinos
NYSE,FSS,Federal Signal Corporation Common Stock,Industrials,Pollution & Treatment Controls
NYSE,HZN,Horizon Global Corporation Common Shares,,
TSX,WSP,WSP Global Inc.,Industrials,Engineering & Construction
NYSE,ALC,Alcon Inc. Ordinary Shares,Healthcare,Medical Instruments & Supplies
NYSE,TPH,"Tri Pointe Homes, Inc. Common Stock",Consumer Cyclical,Residential Construction
NYSE,NGL,NGL ENERGY PARTNERS LP Common Units representing Limited Partner Interests,Energy,Oil & Gas Midstream
NASDAQ,ICLR,ICON plc - Ordinary Shares,Healthcare,Diagnostics & Research
NYSE,BOOT,"Boot Barn Holdings, Inc. Common Stock",Consumer Cyclical,Apparel Retail
NASDAQ,SELB,"Selecta Biosciences, Inc. - Common Stock",Healthcare,Biotechnology
NYSE,SAND,Sandstorm Gold Ltd. Ordinary Shares (Canada),Basic Materials,Gold
NYSE,ALLE,Allegion plc Ordinary Shares,Industrials,Security & Protection Services
NYSE,FLR,Fluor Corporation Common Stock,Industrials,Engineering & Construction
NYSE,DECK,Deckers Outdoor Corporation Common Stock,Consumer Cyclical,Footwear & Accessories
NASDAQ,SRAX,"SRAX, Inc. - Class A Common Stock",,
NASDAQ,DARE,"Dare Bioscience, Inc. - Common Stock",Healthcare,Biotechnology
NYSE,WBS,Webster Financial Corporation Common Stock,Financial Services,Banks - Regional
NYSE,VSH,"Vishay Intertechnology, Inc. Common Stock",Technology,Semiconductors
NASDAQ,EXC,Exelon Corporation - Common Stock,Utilities,Utilities - Regulated Electric
NYSE,AAIC,Arlington Asset Investment Corp Class A (new),,
NASDAQ,PDD,PDD Holdings Inc. - American Depositary Shares,Consumer Cyclical,Internet Retail
NASDAQ,ATER,"Aterian, Inc. - Common Stock",Consumer Cyclical,"Furnishings, Fixtures & Appliances"
NASDAQ,SCSC,"ScanSource, Inc. - Common Stock",Technology,Electronics & Computer Distribution
NASDAQ,BCOR,"Blucora, Inc. - Common Stock",,
TSXV,HEO,H2O Innovation Inc.,,
NYSE,GCP,GCP Applied Technologies Inc. Common Stock,,
NASDAQ,AMD,"Advanced Micro Devices, Inc. - Common Stock",Technology,Semiconductors
NASDAQ,MNRO,"Monro, Inc.  - Common Stock",Consumer Cyclical,Auto Parts
NASDAQ,FAST,Fastenal Company - Common Stock,Industrials,Industrial Distribution
NASDAQ,GMDA,Gamida Cell Ltd. - Ordinary Shares,Healthcare,Biotechnology
NASDAQ,MNST,Monster Beverage Corporation - Common Stock,Consumer Defensive,Beverages - Non-Alcoholic
NYSE,MCO,Moody's Corporation Common Stock,Financial Services,Financial Data & Stock Exchanges
NASDAQ,EMKR,EMCORE Corporation - Common Stock,Technology,Electronic Components
NASDAQ,MELI,"MercadoLibre, Inc. - Common Stock",Consumer Cyclical,Internet Retail
